,Time,Point1_x,Point1_y,Point2_x,Point2_y,Point3_x,Point3_y,Point4_x,Point4_y,Point5_x,Point5_y,Point6_x,Point6_y,Point7_x,Point7_y,Point8_x,Point8_y,Point9_x,Point9_y,Point10_x,Point10_y,Point11_x,Point11_y,Point12_x,Point12_y,Point13_x,Point13_y,Point14_x,Point14_y,Point15_x,Point15_y,Point16_x,Point16_y,Point17_x,Point17_y,Point18_x,Point18_y,Point19_x,Point19_y,Point20_x,Point20_y,Point21_x,Point21_y,Point22_x,Point22_y,Point23_x,Point23_y,Point24_x,Point24_y,Point25_x,Point25_y,Point26_x,Point26_y
0,0.0,0.5420204445167824,0.019528447365274235,0.7009921603732638,0.022724190143623736,0.4637824164496528,0.021963773199090375,0.7002292209201388,0.021985118184454755,0.45656105324074076,0.0195564969516258,0.7871026992797852,0.019972660370516877,0.36510691923253674,0.018388294038318452,0.7936229705810547,0.019144369786479085,0.45768116138599535,0.017841080973919173,1.3890245225694444,0.018229322269359464,0.33758916081608953,0.016208997868091535,1.0540351867675781,0.016968820352701544,0.3640163646024816,0.014642991286057692,0.7022671169704862,0.015205641526442307,0.357574462890625,0.014100190322764598,0.7034818861219618,0.015117116218065694,0.4098256429036458,0.013524422890950974,0.5455222751783289,0.013768379962725381,0.4550368697554977,0.013106898257606909,0.5876929873511905,0.012784311970866534,0.4921856689453125,0.012722809302625317,0.42870635986328126,0.013720749598469226,0.8852124895368304,0.012134750828598485,0.33570573136613174,0.012261873352498473,0.15392475128173827,0.009041968812333776,0.09145716616981908,0.009511850077849427
1,0.2,0.14641839486581307,-0.0035456443319515306,0.1668574015299479,-0.005028618706597222,0.10207395200376157,-0.004155261975498826,0.15892537434895834,-0.0032794713420823667,0.0866275363498264,-0.005131117570628998,0.1793069839477539,-0.003858864055907173,0.07022723029641544,-0.005239093114459325,0.19231796264648438,-0.002970539716135458,0.09061064543547453,-0.004017306449718045,0.2775590684678819,-0.00448765946163958,0.07127586570945946,-0.0036496704312392056,0.23974482218424478,-0.002537722448542024,0.0716238582835478,-0.003716383713942308,0.15063900417751735,-0.0033319561298076924,0.0697488223805147,-0.00315190893020073,0.1748809814453125,-0.0018094919023722627,0.08139902750651042,-0.0030729800504172462,0.11271866508152174,-0.0030423612766556866,0.10291205512152778,-0.0021432173879523024,0.12662397112165177,-0.00335425874626494,0.0865185546875,-0.0034444586274587565,0.12123972574869792,-0.0008720746500237944,0.18515123639787948,-0.002955951112689394,0.06482799633129223,-0.003403568034650061,0.03224029541015625,-0.002267769887937722,0.029120710559357377,-0.0003538047615602954
2,0.4,0.02408204255280671,-0.0004512241908482143,0.010099622938368056,-5.240392203282828e-06,0.008119936342592593,0.00014241536458333334,0.013410780164930556,0.00017899869489559165,0.008075855396412037,0.00016501615804904052,0.013397216796875,0.0001730617088607595,0.0059800989487591915,0.00016736227368551587,0.015891075134277344,0.00023733192231075698,0.008365772388599537,0.00017943418115601504,0.021638658311631944,9.17277874043977e-05,0.006122898411106419,4.975577504317789e-05,0.014598846435546875,0.00025398162789451114,0.005711723776424632,0.00013014573317307693,0.013277689615885416,5.277193509615384e-05,0.0065473668715533085,0.00011387289005474453,0.010316636827256944,0.00028967196053832116,0.008350626627604166,0.00012385298048504868,0.010502690854279892,6.018862148925104e-05,0.008345427336516205,8.617200349506578e-05,0.009142194475446428,0.0001254746638446215,0.0070880126953125,9.86012105409264e-05,0.00863189697265625,7.404772763324873e-05,0.018545968191964284,8.974017518939393e-05,0.005462234084670608,7.439126012377751e-05,0.0025424957275390625,0.00010286155321919326,0.0003037990484022556,9.33019782710538e-05
3,0.6,0.02193818268952546,-0.001406299824617347,-0.004064771864149306,-0.0005755183672664141,-0.002402976707175926,-0.0004223747432511737,-0.002788967556423611,-0.0004845993148201856,-0.002667462384259259,-0.00036334788113006396,-0.004268646240234375,-0.00041797493077531646,-0.00266265869140625,-0.00034053741939484125,-0.00136566162109375,-0.00035356620393426296,-0.0022147849754050927,-0.0003742418791118421,-0.009958902994791666,-0.00046003936125717015,-0.0019572489970439188,-0.00043515220207253883,-0.008043924967447916,-0.00017860373338336193,-0.003060284782858456,-0.00031888521634615386,-0.0011189778645833333,-0.0003564453125,-0.002733567181755515,-0.00030027514826642336,-0.005971272786458333,-6.878706660583942e-05,-0.002018229166666667,-0.00027385175808414464,-0.002180679984714674,-0.00024735745709084605,-0.003220169632523148,-0.0002492001182154605,-0.004279727027529762,-0.0002426816172808765,-0.0045367431640625,-0.0002338390059882614,-0.0018381754557291667,-0.0002508792780377538,-0.0017504010881696428,-0.00022076231060606062,-0.0022001524229307433,-0.0002532436678636919,-0.0010908126831054687,-0.00013586815367353723,-0.001723898980850564,-0.00016095734988150353
4,0.8,0.032900351065176504,-9.62237922512755e-05,0.017864651150173612,0.000551165956439394,0.012671576605902778,0.0006166556631455399,0.019600762261284724,0.0007089141350058004,0.012661969220196759,0.0006374204590884862,0.0208587646484375,0.0006283788238396625,0.009823967428768383,0.0005662706163194445,0.02367401123046875,0.000680140765064741,0.014341001157407407,0.0005991082442434211,0.035435994466145836,0.0005309941891730401,0.009389928869298986,0.0004252432129749568,0.025555928548177082,0.0006664662173027444,0.010779885684742647,0.0004974834735576924,0.020722283257378474,0.000426025390625,0.009736902573529412,0.0004946966240875913,0.017018636067708332,0.0005940458200273723,0.013138326009114583,0.0004638332319193324,0.01543526027513587,0.00041404015148231623,0.01318924515335648,0.0003879747892680921,0.016070411318824404,0.00044896909756806107,0.012593994140625,0.00039239099183058376,0.01293182373046875,0.0003681473320510787,0.027887616838727678,0.0003801195549242424,0.009335079708614864,0.0003603909592756724,0.004366493225097657,0.0003006847192209663,0.0010461448726797463,0.00033542424492945326
5,1.0,0.018082795319733797,-0.0009955581353635204,-0.002285427517361111,-0.00022009647253787878,-0.0013139512803819445,-1.518715155516432e-05,-0.0020345052083333335,4.418322215777262e-05,-0.001643993236400463,6.923390858208955e-05,-0.001178741455078125,-7.72596914556962e-06,-0.001298343434053309,3.705705915178571e-05,0.0014486312866210938,7.29503859561753e-05,-0.001167014793113426,1.2161140155075187e-05,-0.004604763454861111,-4.107911089866157e-05,-0.0001888790646114865,-5.924310503022452e-05,-0.0054168701171875,0.00015913111063464838,-0.001861572265625,7.512019230769231e-06,-0.0007129245334201389,-7.577749399038461e-05,-0.0005398918600643382,1.0157675638686132e-05,-0.003680759006076389,0.00020930157960766423,-0.0007105509440104167,3.0814689455841445e-05,-0.002167411472486413,6.264357229542302e-06,-0.0015857837818287037,6.906609786184211e-06,-0.003441220238095238,1.4103741284860557e-05,-0.0036236572265625,3.152450329156091e-05,-0.00048166910807291666,-1.9209033946700508e-05,0.00057220458984375,3.6251183712121213e-06,-0.001358444626266892,-4.029215693765281e-06,-0.00046176910400390624,3.549562278368794e-05,-0.0015532988354675752,3.659956459435626e-06
6,1.2,0.015370404278790509,-9.684659996811225e-05,0.012276543511284722,0.0004827325994318182,0.00744346336082176,0.0004682227479460094,0.013287014431423612,0.0006352754314095127,0.009396588360821759,0.00047760985807569295,0.013825416564941406,0.0005330918710443038,0.007958356071920955,0.00044032505580357144,0.016348838806152344,0.0004904697615786853,0.01076648853443287,0.0005206344719219924,0.026448567708333332,0.0004990178358030593,0.007140288481841216,0.0003725358241580311,0.019181569417317707,0.0004949815072898799,0.008278790642233455,0.0004351337139423077,0.016762627495659724,0.0003413273737980769,0.005801930147058824,0.0003733391309306569,0.010287814670138888,0.0005469106409671533,0.0087646484375,0.000393969624695758,0.010780002759850544,0.0003180431096133842,0.009370026765046295,0.00029489617598684213,0.010584513346354166,0.0003747218158615538,0.00770751953125,0.0003054856043781726,0.00925140380859375,0.0003698513592560279,0.019696916852678572,0.00031975023674242427,0.006655306429476352,0.00026749515300275063,0.0032926559448242187,0.0002330482428800975,-0.0004360801295230263,0.0002616330639605379
7,1.4,0.00808857105396412,-0.00019120196906887755,0.007288614908854167,0.00026109483506944444,0.005013359917534722,0.00024070202464788733,0.007527669270833333,0.00035573158352668213,0.004784478081597222,0.0003542381563166311,0.007678031921386719,0.00032217291337025315,0.003667046042049632,0.0002727205791170635,0.00859832763671875,0.00024097944160856574,0.007807978877314815,0.0003340871710526316,0.013922797309027778,0.0002840527157026769,0.0028401967641469594,0.00016276041666666666,0.009759267171223959,0.000367048469661235,0.004155327292049632,0.00023268479567307691,0.007388644748263889,0.00013033353365384616,0.0033609726849724263,0.00014318758553832117,0.0048828125,0.0003752102817062044,0.0065643310546875,0.00024057528902990264,0.005678923233695652,0.0001852218056518724,0.003861038773148148,0.00016110068873355262,0.004463559105282738,0.00018756354789176626,0.0039080810546875,0.00012571073425602793,0.00453338623046875,0.0001565381355092005,0.01134490966796875,0.0001433031486742424,0.0023976918813344594,0.00013117335536369192,0.0015933990478515625,0.00016308507175310285,-6.883664238721805e-05,0.00016009618365575397
8,1.6,-0.0025965372721354165,6.228077168367347e-06,0.005196465386284722,0.000274041686395202,0.004329540111400463,0.00010373111062206573,0.004486083984375,0.00039481674158932715,0.0021305790653935184,0.0002457022921108742,0.0033445358276367188,0.00027092398470464135,0.00298309326171875,0.0002911280071924603,0.0062732696533203125,0.0002083949358814741,0.002743191189236111,0.0003304158834586466,0.007871839735243056,0.00018952407982791587,0.0030863993876689188,0.00013366593803972366,0.005695343017578125,0.0002975333002787307,0.003432329963235294,0.00020301231971153847,0.008745829264322916,0.00012423001802884615,0.002996108111213235,0.00018791699931569342,-0.0013266669379340278,0.00030713603444343065,0.003995259602864583,0.00027733220510257303,0.004194840140964674,0.0001561010098821082,0.0029709427445023147,0.00014752839740953948,0.0030038016183035715,0.0002096918316318061,0.001673583984375,0.00014368047569003807,0.003726704915364583,0.00010758608125793148,0.007234845842633929,0.00011733546401515151,0.0017382647540118243,0.00012983028346577017,0.0013179779052734375,0.00018483696254432624,0.0003726930546581297,0.00015059644372795414
9,1.8,-0.007975119131582754,0.0005197330397002551,0.005307515462239583,0.00036898526278409093,0.007562707971643518,0.00029342723004694836,0.010706583658854166,0.0003579973897911833,0.006491201895254629,0.0002842234141791045,0.009960174560546875,0.00029719227979957803,0.005637224982766544,0.0002899169921875,0.010445594787597656,0.00039976811503984066,0.007574010778356482,0.00028177132283834584,0.021689520941840276,0.0002819520793499044,0.00374500171558277,0.0001783618037564767,0.014116923014322916,0.0003948964140222985,0.004764781278722426,0.00020714393028846155,0.008830600314670138,0.00025672325721153846,0.00484466552734375,0.0002420021669708029,0.00566864013671875,0.00043847299840328466,0.00793914794921875,0.0002791148730876217,0.006538059400475543,0.0001745554676664355,0.005387482819733796,0.00019298352693256578,0.007356189546130952,0.00022606514047974766,0.005450439453125,0.0001537497273556472,0.006121317545572917,0.000142053904267132,0.013427734375,0.00014678030303030303,0.0037553117081925674,0.00017019705550886307,0.002030754089355469,0.0001450126052748227,0.0008024631586289944,0.00018646939931933422
